ID;Correct_Word;Error_Word;Damerau-Lenventein_Distance;Correct_Word_Freq;Error_Word_ Freq;Correct_Word_Lenght;Error_Word_Lenght;Error_postion;Syllable_Error_position;Correct-word-syllables;correct_syllable;Error_Type;Real_World_Error;First-Letter;Last-Letter;Correct_Letter;Error_Letter;Mirror_correct_letter;Mirror_error_letter;Rotation_correct_letter;Rotation_error_letter;Fuzzy_correct_letters;Fuzzy_error_letter;Error_Phonetic_Feature;;;;;;;;;;;;;;;;;;;;;
835;antwortete;Antwortete;1;8.130.000;8.130.000;10;10;1;1;1;VCC;no_capital_letter;NO;YES;NO;a;A;N;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
836;fôr;fur;1;2.190.000.000;47.300.000;3;3;2;1;1;CVC;substitution;NO;NO;NO;ô;u;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
837;fôr;fôhr;1;2.190.000.000;520;3;4;3;1;1;CVC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;false_lengthening;;;;;;;;;;;;;;;;;;;;;
838;wollte;wolte;1;86.000.000;494;6;5;3;1;1;CVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
839;dorthin;dort hin;1;7.480.000;565;7;8;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
840;seinem;sein;2;131.000.000;587.000.000;6;4;-;-;-;-;multierror;YES;NO;YES;"e;m";-;"N;Y";N;"N;N";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
841;seinem;seine;1;131.000.000;363.000.000;6;5;6;2;2;VC;omission;YES;NO;YES;m;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
842;seinem;seinm;1;131.000.000;27.7;6;5;5;2;2;VC;omission;YES;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
843;seinem;seiem;1;131.000.000;16;6;5;4;1;1;CVVC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
844;zu tun;zutuhen;3;42.800.000;24.9;6;7;-;-;-;-;multierror;NO;NO;NO;_;"/;h;e";N;"N;N;N";N;"N;Y;N";N;"N;Y;N";-;;;;;;;;;;;;;;;;;;;;;
845;zu tun;zutun;1;42.800.000;917;6;5;-;-;-;-;split_in;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
846;zu tun;zu tuhn;1;42.800.000;37.7;6;7;6;-;-;-;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
847;zu tun;zu tuen;1;42.800.000;190;6;7;6;-;-;-;addition;NO;NO;NO;-;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
848;veranstaltet;feranstaltet;1;7.540.000;163;12;12;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
849;verschiedener;ferschiedener;1;20.000.000;213;13;13;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
850;verschiedene;ferschinde;4;96.400.000;6;12;10;-;-;-;-;multierror;NO;YES;NO;"v;e";f;"Y;N";N;"N;N";N;"Y;N";N;-;;;;;;;;;;;;;;;;;;;;;
851;verschiedene;ferschiedene;1;96.400.000;3.17;12;12;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
852;verschiedene;verschidene;1;96.400.000;163;12;11;8;2;2;CCCVV;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
853;verschiedene;verschiendene;1;96.400.000;41.2;12;13;9;2;2;CCCVV;addition;NO;NO;NO;-;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
854;verschiedene;verschieden;1;96.400.000;12.200.000;12;11;12;-;-;-;omission;NO;NO;YES;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
855;verschiedene;verschiedne;1;96.400.000;108;12;11;10;-;-;-;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
856;Turnhalle;Tuhrnhale;2;6.990.000;1;9;9;-;-;-;-;multierror;NO;NO;NO;l;h;N;N;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
857;Turnhalle;Tuhrnhalle;1;6.990.000;116;9;10;3;1;1;CVCC;addition;NO;NO;NO;-;h;N;N;N;Y;N;Y;double_consonant;;;;;;;;;;;;;;;;;;;;;
858;Turnhalle;Turnhale;1;6.990.000;860;9;8;7;2;2;CVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
859;gr__eren;gro_eren;1;21.200.000;36.4;8;8;3;-;-;-;substitution;YES;NO;NO;_;o;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
860;Freude;freude;1;51.000.000;51.000.000;6;6;1;1;1;CCVV;capital_letter;NO;YES;NO;F;f;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
861;schnellsten;Schnelsten;2;4.740.000;8.95;11;10;-;-;-;-;multierror;NO;YES;NO;"s;l";S;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
862;schnellsten;Schnellsten;1;4.740.000;4.740.000;11;11;1;1;1;CCCCVC;no_capital_letter;NO;YES;NO;s;S;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
863;schnellsten;schnelsten;1;4.740.000;8.95;11;10;6;1;1;CCCCVC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
864;Hindernislauf;hinderniss Lauf;4;278;20.7;13;15;-;-;-;-;multierror;NO;YES;NO;"H;/;l";"h;s;_;L";"Y;N;N";"N;N;N;N";"Y;N;N";"Y;N;N;N";"N;N;N";"Y;N;N;N";-;;;;;;;;;;;;;;;;;;;;;
865;Hindernislauf;hindernislauf;1;278;278;13;13;1;1;1;CVC;capital_letter;NO;YES;NO;H;h;Y;N;Y;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
866;Hindernislauf;Hindernisslauf;1;278;40.7;13;14;9;3;3;CVC;addition;NO;NO;NO;-;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
867;Hindernislauf;Hindernis Lauf;2;278;457;13;14;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
868;Festes;festes;1;11.900.000;11.900.000;6;6;1;1;1;CVCCVC;capital_letter;YES;YES;NO;F;f;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
869;Belohnung;Belonug;2;5.950.000;474;9;7;-;-;-;-;multierror;NO;NO;NO;h;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
870;Belohnung;Belonung;1;5.950.000;22.3;9;8;5;2;2;CVCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
871;Belohnung;Belohnug;1;5.950.000;4.19;9;8;8;3;3;VCC;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
872;vereinbaren;fereinbaren;1;16.600.000;1.59;11;11;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;v_word;;;;;;;;;;;;;;;;;;;;;
873;sitzen;Sizen;2;36.300.000;30.7;6;5;-;-;-;-;multierror;NO;YES;NO;"s;t";S;"N;N";N;"N;N";N;"N;N";N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
874;sitzen;Sitzen;1;36.300.000;36.300.000;6;6;1;1;1;CVC;no_capital_letter;NO;YES;NO;s;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
875;sitzen;sizen;1;36.300.000;30.7;6;5;3;1;1;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
876;diskutieren;diskotieren;1;20.000.000;3.29;11;11;5;2;2;CV;substitution;NO;NO;NO;u;o;Y;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
877;Mitschôler;mischôern;4;343;0;10;9;-;-;-;-;multierror;NO;YES;YES;"M;t;l;n";"m;n";"N;N;N;Y";"Y;Y";"N;N;N;N";"N;N";"N;N;N;Y";"Y;Y";-;;;;;;;;;;;;;;;;;;;;;
878;Mitschôler;mitschôler;1;343;343;10;10;1;1;1;CVC;capital_letter;NO;YES;NO;M;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
879;Mitschôler;Mischôler;1;343;802;10;9;3;1;1;CVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
880;Mitschôler;Mitschôer;1;343;29;10;9;8;3;3;CCCV;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
881;Mitschôler;Mitschôlern;1;343;565;10;11;11;3;3;CCCV;omission;YES;NO;YES;-;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
882;Schôler;schôler;1;61.300.000;61.300.000;7;7;1;1;1;CCCV;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
883;nach;Nach;1;132.000.000;132.000.000;4;4;1;1;1;CVCC;capital_letter;NO;YES;NO;N;n;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
884;der Schule;derchule;2;142.000.000;54.7;10;8;-;-;-;-;multierror;NO;YES;NO;"_;S";/;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
885;der Schule;der schule;1;142.000.000;142.000.000;10;10;5;-;-;-;capital_letter;NO;NO;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
886;der Schule;derSchule;1;142.000.000;25.100.000;10;9;4;-;-;-;run-on;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
887;der Schule;der chule;1;142.000.000;142.000.000;10;9;5;-;-;-;omission;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
888;regelm__ig;regelmazig;2;65.300.000;27;10;10;-;-;-;-;multierror;NO;NO;NO;"_;_";"a;z";"N;N";"N;N";"N;N";"N;N";"Y;N";"Y;N";-;;;;;;;;;;;;;;;;;;;;;
889;regelm__ig;regelma_ig;1;65.300.000;211;10;10;7;3;3;CV;substitution;NO;NO;NO;_;a;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
890;regelm__ig;regelm_zig;1;65.300.000;650;10;10;8;3;3;CV;substitution;NO;NO;NO;_;z;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
891;Regeln;regeln;1;58.500.000;58.500.000;6;6;1;1;1;CV;capital_letter;NO;YES;NO;R;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
892;Arbeitsmaterialien;arbeizmateriaien;4;566;0;18;16;-;-;-;-;multierror;NO;YES;NO;"A;t;s;l";"a;z";"N;N;N;N";"N;N";"N;N;N;N";"N;N";"N;N;N;N";"Y;N";-;;;;;;;;;;;;;;;;;;;;;
893;Arbeitsmaterialien;arbeitsmaterialien;1;566;566;18;18;1;1;1;VC;capital_letter;NO;YES;NO;A;a;N;N;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
894;Arbeitsmaterialien;Arbeismaterialien;1;566;407;18;17;6;2;2;CVVCC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
895;Arbeitsmaterialien;Arbeitzmaterialien;1;566;566;18;18;7;2;2;CVVCC;substitution;NO;NO;NO;s;z;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
896;Arbeitsmaterialien;Arbeitsmateriaien;1;566;35;18;17;15;6;6;VC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
897;umgeben;omgeben;1;12.300.000;4.79;7;7;1;1;1;VC;substitution;NO;YES;NO;u;o;Y;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
898;gab;gap;1;87.300.000;82.200.000;3;3;3;1;1;CVC;substitution;NO;NO;YES;b;p;Y;Y;Y;Y;Y;Y;derivation;;;;;;;;;;;;;;;;;;;;;
899;st_ren;storen;1;8.330.000;420;6;6;3;1;1;CCV;substitution;NO;NO;NO;_;o;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
900;nicht _rgern;nichagern;4;764;0;12;9;-;-;-;-;multierror;NO;YES;NO;"t;_;_;r";a;"N;N;N;N";N;"N;N;N;N";N;"N;N;Y;N";Y;-;;;;;;;;;;;;;;;;;;;;;
901;nicht _rgern;nicht_rgern;1;764;295;12;11;5;-;-;-;run-on;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
902;nicht _rgern;nich _rgern;1;764;298;12;11;5;-;-;-;omission;NO;NO;NO;t;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
903;nicht _rgern;nicht _gern;1;764;224;12;11;8;-;-;-;omission;NO;NO;NO;r;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
904;nicht _rgern;nicht argern;1;764;217;12;12;7;-;-;-;substitution;NO;YES;NO;_;a;N;N;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
905;Unfall;Unffall;1;31.700.000;722;6;7;3;2;2;CVCC;addition;NO;NO;NO;-;f;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
906;brach;Bruch;2;11.500.000;14.700.000;5;5;-;-;-;-;multierror;YES;YES;NO;"b;a";"B;u";"Y;N";"N;Y";"Y;N";"N;N";"Y;Y";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
907;brach;Brach;1;11.500.000;11.500.000;5;5;1;1;1;CCVCC;no_capital_letter;NO;YES;NO;b;B;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
908;brach;bruch;1;11.500.000;14.700.000;5;5;3;1;1;CCVCC;substitution;NO;NO;NO;a;u;N;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
909;Krankenwagen;krangenwagen;2;352;403;12;12;-;-;-;-;multierror;NO;YES;NO;"K;k";"K;g";"N;N";"N;N";"N;N";"N;Y";"N;N";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
910;Krankenwagen;krankenwagen;1;352;352;12;12;1;1;1;CCVC;capital_letter;NO;YES;NO;K;k;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
911;Krankenwagen;Krangenwagen;1;352;403;12;12;5;2;2;CVC;substitution;NO;NO;NO;k;g;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
912;Grundschule;Gundschule;1;26.100.000;15.2;11;10;2;1;1;CCVCC;omission;NO;NO;NO;r;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
913;anderen;anderne;1;435.000.000;88.6;7;7;"6;7";-;-;-;transposition;NO;NO;YES;e-n;n-e;"N;N;Y";"Y;N;N";"N;N;N";"N;N;N";"N;N;Y";"Y;N;N";-;;;;;;;;;;;;;;;;;;;;;
914;Krôcken;Gorken;4;554;1.85;7;6;-;-;-;-;multierror;NO;YES;NO;"K;r;ô;c";"G;o;r";"N;N;N;N";"N;N;N";"N;N;N;N";"N;N;N";"N;N;N;N";"N;Y;N";-;;;;;;;;;;;;;;;;;;;;;
915;Krôcken;Grôcken;1;554;1.42;7;7;1;1;1;CCV;substitution;NO;YES;NO;K;G;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
916;Krôcken;Kôcken;1;554;406;7;6;2;1;1;CCV;omission;NO;NO;NO;r;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
917;Krôcken;Kôrcken;1;554;1.15;7;7;"2;3";-;-;-;transposition;NO;NO;NO;r-ô;ô-r;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";-;;;;;;;;;;;;;;;;;;;;;
918;Krôcken;Krocken;1;554;2.64;7;7;3;1;1;CCV;substitution;NO;NO;NO;ô;o;N;N;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
919;Krôcken;Krôken;1;554;7.45;7;6;4;2;2;CCVC;omission;NO;NO;NO;c;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
920;Gro_britannien;Gro_birtannien;1;52.400.000;2;14;14;"6;7";2;-;-;transposition;NO;NO;NO;r-i;i-r;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";-;;;;;;;;;;;;;;;;;;;;;
921;Sprache;sprache;1;149.000.000;149.000.000;7;7;1;1;1;CCVC;capital_letter;NO;YES;NO;S;s;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
922;sind;sient;2;1.180.000.000;20.6;4;5;-;-;-;-;multierror;NO;NO;YES;-;"e;t";N;"N;N";N;"N;N";N;"N;N";false_lengthening;;;;;;;;;;;;;;;;;;;;;
923;sind;siend;1;1.180.000.000;29.2;4;5;3;1;1;CVCC;addition;NO;NO;NO;-;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
924;sind;sint;1;1.180.000.000;10.100.000;4;4;4;1;1;CVCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
925;zum;zumom;2;1.430.000.000;552;3;5;-;-;-;-;multierror;NO;NO;YES;-;"o;m";N;"N;Y";N;"N;N";N;"Y;Y";-;;;;;;;;;;;;;;;;;;;;;
926;zum;zumo;1;1.430.000.000;379;3;4;4;1;1;CVC;addition;NO;NO;YES;-;o;N;N;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
927;zum;zumm;1;1.430.000.000;55.9;3;4;4;1;1;CVC;addition;NO;NO;YES;-;m;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
928;Abschied;Arbschet;3;17.100.000;0;8;8;-;-;-;-;multierror;NO;NO;YES;"i;d";"r;t";"N;Y";"N;N";"N;Y";"N;N";"N;Y";"N;N";-;;;;;;;;;;;;;;;;;;;;;
929;Abschied;Arbschied;1;17.100.000;10;8;9;2;1;1;VC;addition;NO;NO;NO;-;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
930;Abschied;Absched;1;17.100.000;828;8;7;6;2;2;CCCVVC;omission;NO;NO;NO;i;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
931;Abschied;Abschiet;1;17.100.000;17.000.000;8;8;8;2;2;CCCVVC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
932;hier;hir;1;1.240.000.000;513;4;3;3;1;1;CVVC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;lengthening;;;;;;;;;;;;;;;;;;;;;
933;Burgherrn;burgherrn;1;274;274;9;9;1;1;1;CVCC;capital_letter;NO;YES;NO;B;b;N;Y;N;Y;N;Y;-;;;;;;;;;;;;;;;;;;;;;
934;gef_hrlichen;gefarlichen;2;1.700.000;7.39;12;11;-;-;-;-;multierror;NO;NO;NO;"_;h;";a;"N;N";N;"N;Y";N;"Y;Y";Y;-;;;;;;;;;;;;;;;;;;;;;
935;gef_hrlichen;gefahrlichen;1;1.700.000;63.3;12;12;4;2;2;CVCC;substitution;NO;NO;NO;_;a;N;N;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
936;gef_hrlichen;gef_rlichen;1;1.700.000;8.2;12;11;5;2;2;CVCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
937;Weg;weg;1;347.000.000;347.000.000;3;3;1;1;1;CVC;capital_letter;YES;YES;NO;W;w;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
938;verfallene;fervale;5;317;142;10;7;-;-;-;-;multierror;NO;YES;NO;"v;f;l;n;e";"f;v";"Y;N;N;Y;N";"N;Y";"N;N;N;N;N";"N;N";"Y;N;N;Y;N";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
939;verfallene;ferfallene;1;317;50;10;10;1;1;1;CVC;substitution;NO;YES;NO;v;f;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
940;verfallene;vervallene;1;317;221;10;10;4;2;2;CVCC;substitution;NO;NO;NO;f;v;N;Y;N;N;N;Y;-;;;;;;;;;;;;;;;;;;;;;
941;verfallene;verfalene;1;317;111;10;9;6;2;2;CVCC;omission;NO;NO;NO;l;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
942;verfallene;verfallee;1;317;9;10;9;9;3;3;VCV;omission;NO;NO;NO;n;-;Y;N;N;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
943;verfallene;verfallen;1;317;4.810.000;10;9;11;3;3;VCV;omission;YES;NO;YES;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
944;Zugbrôcke;zugbôrge;4;244;8;9;8;-;-;-;-;multierror;NO;YES;NO;"Z;r;c;k";"z;g";"N;N;N;N";"N;N";"N;N;N;N";"N;Y";"N;N;N;N";"N;Y";-;;;;;;;;;;;;;;;;;;;;;
945;Zugbrôcke;zugbrôcke;1;244;244;9;9;1;1;1;CVC;capital_letter;NO;YES;NO;Z;z;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
946;Zugbrôcke;Zugbôrcke;1;244;40;9;9;"5;6";-;-;-;transposition;NO;NO;NO;r-ô;ô-r;"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";"N;N;N";-;;;;;;;;;;;;;;;;;;;;;
947;Zugbrôcke;Zugbrôgke;1;244;1;9;9;7;3;3;CCV;substitution;NO;NO;NO;c;g;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
948;Zugbrôcke;Zugbrôcge;1;244;8;9;9;8;3;3;CCV;substitution;NO;NO;NO;k;g;N;N;N;Y;N;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
949;aufgeregt;aufgert;2;4.57;8.45;9;7;-;-;-;-;multierror;NO;NO;NO;"e;g";-;"N;N";N;"N;Y";N;"N;Y";N;-;;;;;;;;;;;;;;;;;;;;;
950;aufgeregt;aufgergt;1;4.57;2.26;9;8;7;3;3;CVCC;omission;NO;NO;NO;e;-;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
951;aufgeregt;aufgeret;1;4.57;1.52;9;8;8;3;3;CVCC;omission;NO;NO;NO;g;-;N;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
952;am;an;1;2.170.000.000;2.910.000.000;2;2;2;1;1;VC;substitution;YES;NO;YES;m;n;Y;Y;N;N;Y;Y;sound_sequence;;;;;;;;;;;;;;;;;;;;;
953;Abend;Arbent;2;74.100.000;4.89;5;6;-;-;-;-;multierror;NO;NO;YES;d;"r;t";Y;"N;N";Y;"N;N";Y;"N;N";-;;;;;;;;;;;;;;;;;;;;;
954;Abend;Arbend;1;74.100.000;10;5;6;2;1;1;CCVCC;addition;NO;NO;NO;-;r;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
955;Abend;Abent;1;74.100.000;132;5;5;6;1;1;CCVCC;substitution;NO;NO;YES;d;t;Y;N;Y;N;Y;N;derivation;;;;;;;;;;;;;;;;;;;;;
956;Erlebnis;erlemes;4;26.100.000;10;8;7;-;-;-;-;multierror;NO;YES;YES;"E;b;i";"e;m;e";"N;Y;N";"N;Y;N";"N;Y;N";"N;N;N";"N;Y;N";"N;Y;N";-;;;;;;;;;;;;;;;;;;;;;
957;Erlebnis;erlebnis;1;26.100.000;26.100.000;8;8;1;1;1;VC;capital_letter;NO;YES;NO;E;e;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
958;Erlebnis;Erlenis;1;26.100.000;5.42;8;7;5;2;2;CVC;omission;NO;NO;NO;b;-;Y;N;Y;N;Y;N;-;;;;;;;;;;;;;;;;;;;;;
959;Erlebnis;Erlebmis;1;26.100.000;1.42;8;8;6;3;3;CVC;substitution;NO;NO;NO;n;m;Y;Y;N;N;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
960;ausgew_hlt;ausgew_lt;1;46.800.000;13.6;10;9;8;3;3;CVCCC;omission;NO;NO;NO;h;-;N;N;Y;N;Y;N;lengthening;;;;;;;;;;;;;;;;;;;;;
961;werden;wer den;1;1.090.000.000;1.160.000.000;6;7;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
962;an einer;aneiner;1;869.000.000;46.000.000;8;7;-;-;-;-;run-on;NO;NO;NO;_;/;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
963;vorher;vor her;1;62.600.000;84.300.000;6;7;-;-;-;-;split_in;YES;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
964;darôber;dar rôber;2;109.000.000;327;7;9;-;-;-;-;multierror;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
965;darôber;da rôber;1;109.000.000;1.040.000;7;8;-;-;-;-;split_in;NO;NO;NO;/;_;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
966;darôber;darrôber;1;109.000.000;8.46;7;8;3;2;2;CVCVC;addition;NO;NO;NO;-;r;N;N;N;N;N;N;-;;;;;;;;;;;;;;;;;;;;;
967;abgestimmt;apgestômt;3;12.100.000;1;10;9;-;-;-;-;multierror;NO;NO;NO;"b;i;m";"p;i";"Y;N;Y";"Y;N";"Y;N;N";"Y;N";"Y;N;Y";"Y;N";-;;;;;;;;;;;;;;;;;;;;;
968;abgestimmt;apgestimmt;1;12.100.000;430;10;10;2;1;1;VC;substitution;NO;NO;NO;b;p;Y;Y;Y;Y;Y;Y;-;;;;;;;;;;;;;;;;;;;;;
969;abgestimmt;abgestômmt;1;12.100.000;440;10;10;7;3;3;CCVC;substitution;NO;NO;NO;i;ô;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
970;abgestimmt;abgestimt;1;12.100.000;5.52;10;9;8;3;3;CCVC;omission;NO;NO;NO;m;-;Y;N;N;N;Y;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
971;Tischtennisplatten;Tischtinnisplaten;2;268;0;18;17;-;-;-;-;multierror;NO;NO;NO;"e;t";i;"N;N";N;"N;N";N;"N;N";N;-;;;;;;;;;;;;;;;;;;;;;
972;Tischtennisplatten;Tischtinnisplatten;1;268;2;18;18;7;2;2;CVC;substitution;NO;NO;NO;e;i;N;N;N;N;N;N;sound_sequence;;;;;;;;;;;;;;;;;;;;;
973;Tischtennisplatten;Tischtennisplaten;1;268;243;18;17;14;4;4;CCVC;omission;NO;NO;NO;t;-;N;N;N;N;N;N;double_consonant;;;;;;;;;;;;;;;;;;;;;
974;aufgebaut;auf gegebaut;3;17.900.000;3.16;9;12;-;-;-;-;multierror;NO;NO;NO;/;"_;g;e";N;"N;N;N";N;"N;Y;N";N;"N;Y;N";-;;;;;;;;;;;;;;;;;;;;;
